"","UID","Machine.Type","Air.temperature..K.","Process.temperature..K.","Rotational.speed..rpm.","Torque..Nm.","Tool.wear..min.","Target","Failure.Type","Timestamp","hours","time","fail","tempdiff"
"6339","L53518","x_1",300.4,309.9,1681,28.6,206,"0","No Failure",2002-08-22 02:00:00,6338,2,"0",8.20000000000005
"6340","L53519","x_1",300.5,310,1451,48.6,208,"0","No Failure",2002-08-22 03:00:00,6339,3,"0",8.10000000000002
"6341","H35754","X1",300.5,309.9,1397,45.9,210,"1","Tool Wear Failure",2002-08-22 04:00:00,6340,4,"1",8.10000000000002
"6342","M21201","x1",300.4,309.8,1421,47.2,0,"0","No Failure",2002-08-22 05:00:00,6341,5,"0",8.20000000000005
"6343","M21202","x1",300.3,309.8,1444,42,3,"0","No Failure",2002-08-22 06:00:00,6342,6,"0",8.30000000000001
"6344","L53523","x_1",300.2,309.8,1827,102.8,6,"0","No Failure",2002-08-22 07:00:00,6343,7,"0",8.40000000000003
"6345","H35758","X1",300.2,309.8,1374,47.7,8,"0","No Failure",2002-08-22 08:00:00,6344,8,"0",8.40000000000003
"6346","L53525","x_1",300.2,309.8,1650,29.6,13,"0","No Failure",2002-08-22 09:00:00,6345,9,"0",8.40000000000003
"6347","L53526","x_1",300.2,309.7,1275,60.7,15,"0","No Failure",2002-08-22 10:00:00,6346,10,"0",8.40000000000003
"6348","L53527","x_1",300.2,309.7,1421,44.6,17,"0","No Failure",2002-08-22 11:00:00,6347,11,"0",8.40000000000003
"6349","L53528","x_1",300.2,309.8,1557,33.8,19,"0","No Failure",2002-08-22 12:00:00,6348,12,"0",8.40000000000003
"6350","L53529","x_1",300.1,309.8,1506,115,21,"0","No Failure",2002-08-22 13:00:00,6349,13,"0",8.5
"6351","L53530","x_1",300.1,309.7,1362,49.1,23,"0","No Failure",2002-08-22 14:00:00,6350,14,"0",8.5
"6352","L53531","x_1",300,309.7,1542,47.1,25,"0","No Failure",2002-08-22 15:00:00,6351,15,"0",8.60000000000002
"6353","L53532","x_1",300,309.6,1496,38.8,27,"0","No Failure",2002-08-22 16:00:00,6352,16,"0",8.60000000000002
"6354","M21213","x1",300,309.6,1491,42,29,"0","No Failure",2002-08-22 17:00:00,6353,17,"0",8.60000000000002
"6355","L53534","x_1",300.1,309.6,1565,34.8,32,"0","No Failure",2002-08-22 18:00:00,6354,18,"0",8.5
"6356","L53535","x_1",300.1,309.7,1481,37.9,34,"0","No Failure",2002-08-22 19:00:00,6355,19,"0",8.5
"6357","M21216","x1",300.1,309.7,1420,48.4,36,"0","No Failure",2002-08-22 20:00:00,6356,20,"0",8.5
"6358","L53537","x_1",300.2,309.8,1398,54.8,39,"0","No Failure",2002-08-22 21:00:00,6357,21,"0",8.40000000000003
"6359","M21218","x1",300.2,309.8,1466,45.7,41,"0","No Failure",2002-08-22 22:00:00,6358,22,"0",8.40000000000003
"6360","L53539","x_1",300.1,309.8,1430,56.7,44,"0","No Failure",2002-08-22 23:00:00,6359,23,"0",8.5
"6361","L53540","x_1",300.1,309.7,1441,40.1,46,"0","No Failure",2002-08-23,6360,0,"0",8.5
"6362","M21221","x1",300.1,309.7,1348,57.3,48,"0","No Failure",2002-08-23 01:00:00,6361,1,"0",8.5
"6363","L53542","x_1",300,309.6,1738,28.7,51,"0","No Failure",2002-08-23 02:00:00,6362,2,"0",8.60000000000002
"6364","M21223","x1",300,309.6,1618,36.2,53,"0","No Failure",2002-08-23 03:00:00,6363,3,"0",8.60000000000002
"6365","M21224","x1",299.9,309.6,NA,41.7,56,"0","No Failure",2002-08-23 04:00:00,6364,4,"0",8.70000000000005
"6366","M21225","x1",299.9,309.5,1412,57.9,59,"0","No Failure",2002-08-23 05:00:00,6365,5,"0",8.70000000000005
"6367","M21226","x1",299.9,309.5,2065,18.1,62,"0","No Failure",2002-08-23 06:00:00,6366,6,"0",8.70000000000005
"6368","L53547","x_1",300,309.6,1571,112.9,65,"0","No Failure",2002-08-23 07:00:00,6367,7,"0",8.60000000000002
"6369","M21228","x1",300,309.6,1423,48.7,67,"0","No Failure",2002-08-23 08:00:00,6368,8,"0",8.60000000000002
"6370","H35783","X1",300,309.5,1781,24.9,70,"0","No Failure",2002-08-23 09:00:00,6369,9,"0",8.60000000000002
"6371","L53550","x_1",300.1,309.6,1321,46.9,75,"0","No Failure",2002-08-23 10:00:00,6370,10,"0",8.5
"6372","L53551","x_1",300.1,309.6,1546,36.7,77,"0","No Failure",2002-08-23 11:00:00,6371,11,"0",8.5
"6373","M21232","x1",300,309.5,1879,22.4,79,"0","No Failure",2002-08-23 12:00:00,6372,12,"0",8.60000000000002
"6374","H35787","X1",300,309.5,1735,28.9,82,"0","No Failure",2002-08-23 13:00:00,6373,13,"0",8.60000000000002
"6375","L53554","x_1",300,309.5,1506,38.8,87,"0","No Failure",2002-08-23 14:00:00,6374,14,"0",8.60000000000002
"6376","H35789","X1",300,309.6,1629,32.3,89,"0","No Failure",2002-08-23 15:00:00,6375,15,"0",8.60000000000002
"6377","L53556","x_1",300,309.6,1694,28.7,94,"0","No Failure",2002-08-23 16:00:00,6376,16,"0",8.60000000000002
"6378","L53557","x_1",300.1,309.6,1541,37,96,"0","No Failure",2002-08-23 17:00:00,6377,17,"0",8.5
"6379","L53558","x_1",300,309.6,1514,44.6,98,"0","No Failure",2002-08-23 18:00:00,6378,18,"0",8.60000000000002
"6380","L53559","x_1",300.1,309.7,1485,45.9,100,"0","No Failure",2002-08-23 19:00:00,6379,19,"0",8.5
"6381","L53560","x_1",300.2,309.8,1430,55,102,"0","No Failure",2002-08-23 20:00:00,6380,20,"0",8.40000000000003
"6382","L53561","x_1",300.2,309.7,1771,27.1,104,"0","No Failure",2002-08-23 21:00:00,6381,21,"0",8.40000000000003
"6383","L53562","x_1",300.2,309.8,1481,41.9,106,"0","No Failure",2002-08-23 22:00:00,6382,22,"0",8.40000000000003
"6384","H35797","X1",284.2,309.7,1483,43.8,108,"0","No Failure",2002-08-23 23:00:00,6383,23,"0",24.4
"6385","H35798","X1",300.1,309.6,1463,45.1,113,"0","No Failure",2002-08-24,6384,0,"0",8.5
"6386","L53565","x_1",300.1,309.7,1410,48.3,118,"0","No Failure",2002-08-24 01:00:00,6385,1,"0",8.5
"6387","L53566","x_1",300.2,309.7,1656,34.3,120,"0","No Failure",2002-08-24 02:00:00,6386,2,"0",8.40000000000003
"6388","M21247","x1",300.2,309.8,1487,39.2,122,"0","No Failure",2002-08-24 03:00:00,6387,3,"0",8.40000000000003
"6389","H35802","X1",300.3,309.9,1509,46.6,125,"0","No Failure",2002-08-24 04:00:00,6388,4,"0",8.30000000000001
"6390","H35803","X1",300.3,309.9,1677,30.1,130,"0","No Failure",2002-08-24 05:00:00,6389,5,"0",8.30000000000001
"6391","L53570","x_1",300.3,309.8,1450,55,135,"0","No Failure",2002-08-24 06:00:00,6390,6,"0",8.30000000000001
"6392","M21251","x1",300.2,309.7,1413,43,137,"0","No Failure",2002-08-24 07:00:00,6391,7,"0",8.40000000000003
"6393","L53572","x_1",300.1,309.7,1680,33.8,140,"0","No Failure",2002-08-24 08:00:00,6392,8,"0",8.5
"6394","L53573","x_1",284.2,309.7,1678,30.5,142,"0","No Failure",2002-08-24 09:00:00,6393,9,"0",24.4
"6395","M21254","x1",300.2,309.7,1408,44,144,"0","No Failure",2002-08-24 10:00:00,6394,10,"0",8.40000000000003
"6396","M21255","x1",300.1,309.6,1376,131.9,147,"0","No Failure",2002-08-24 11:00:00,6395,11,"0",8.5
"6397","L53576","x_1",300,309.6,1526,46.4,150,"0","No Failure",2002-08-24 12:00:00,6396,12,"0",8.60000000000002
"6398","M21257","x1",300,309.6,1587,32.6,152,"0","No Failure",2002-08-24 13:00:00,6397,13,"0",8.60000000000002
"6399","L53578","x_1",300.1,309.7,1351,138,155,"0","No Failure",2002-08-24 14:00:00,6398,14,"0",8.5
"6400","M21259","x1",300.1,309.6,1501,38,157,"0","No Failure",2002-08-24 15:00:00,6399,15,"0",8.5
"6401","L53580","x_1",300.1,309.7,1601,35.8,160,"0","No Failure",2002-08-24 16:00:00,6400,16,"0",8.5
"6402","M21261","x1",300,309.6,1573,39.7,162,"0","No Failure",2002-08-24 17:00:00,6401,17,"0",8.60000000000002
"6403","M21262","x1",300.1,309.6,1584,116.5,165,"0","No Failure",2002-08-24 18:00:00,6402,18,"0",8.5
"6404","L53583","x_1",300.1,309.6,1649,33.6,168,"0","No Failure",2002-08-24 19:00:00,6403,19,"0",8.5
"6405","M21264","x1",300.2,309.7,1183,61.4,170,"0","No Failure",2002-08-24 20:00:00,6404,20,"0",8.40000000000003
"6406","L53585","x_1",300.1,309.7,2151,17.5,173,"0","No Failure",2002-08-24 21:00:00,6405,21,"0",8.5
"6407","L53586","x_1",300.2,309.8,1526,45.6,175,"0","No Failure",2002-08-24 22:00:00,6406,22,"0",8.40000000000003
"6408","M21267","x1",300.3,309.9,1611,29,177,"0","No Failure",2002-08-24 23:00:00,6407,23,"0",8.30000000000001
"6409","L53588","x_1",300.3,309.9,1601,31.7,180,"0","No Failure",2002-08-25,6408,0,"0",8.30000000000001
"6410","L53589","x_1",300.3,310,1560,40.8,182,"0","No Failure",2002-08-25 01:00:00,6409,1,"0",8.30000000000001
"6411","L53590","x_1",300.4,310.1,1544,41.9,184,"0","No Failure",2002-08-25 02:00:00,6410,2,"0",8.20000000000005
"6412","M21271","x1",300.4,310,1560,42.3,186,"0","No Failure",2002-08-25 03:00:00,6411,3,"0",8.20000000000005
"6413","L53592","x_1",300.4,310,1423,44.2,189,"0","No Failure",2002-08-25 04:00:00,6412,4,"0",8.20000000000005
"6414","L53593","x_1",300.4,310.1,1614,33.5,191,"0","No Failure",2002-08-25 05:00:00,6413,5,"0",8.20000000000005
"6415","M21274","x1",300.4,310.1,1457,35.1,193,"0","No Failure",2002-08-25 06:00:00,6414,6,"0",8.20000000000005
"6416","L53595","x_1",300.4,310.1,1503,42.2,196,"0","No Failure",2002-08-25 07:00:00,6415,7,"0",8.20000000000005
"6417","H35830","X1",300.4,310.1,1484,38,198,"0","No Failure",2002-08-25 08:00:00,6416,8,"0",8.20000000000005
"6418","L53597","x_1",300.3,309.9,1540,39.9,203,"0","No Failure",2002-08-25 09:00:00,6417,9,"0",8.30000000000001
"6419","H35832","X1",300.3,309.9,1405,52.1,205,"0","No Failure",2002-08-25 10:00:00,6418,10,"0",8.30000000000001
"6420","H35833","X1",300.3,309.9,1394,46.7,210,"1","Tool Wear Failure",2002-08-25 11:00:00,6419,11,"1",8.30000000000001
"6421","L53600","x_1",300.3,309.9,1518,36.4,0,"0","No Failure",2002-08-25 12:00:00,6420,12,"0",8.30000000000001
"6422","L53601","x_1",300.3,309.9,1527,41.4,2,"0","No Failure",2002-08-25 13:00:00,6421,13,"0",8.30000000000001
"6423","L53602","x_1",300.3,309.9,1377,55.3,4,"0","No Failure",2002-08-25 14:00:00,6422,14,"0",8.30000000000001
"6424","M21283","x1",300.3,310,1537,37.5,6,"0","No Failure",2002-08-25 15:00:00,6423,15,"0",8.30000000000001
"6425","M21284","x1",300.3,310,1409,123,9,"0","No Failure",2002-08-25 16:00:00,6424,16,"0",8.30000000000001
"6426","L53605","x_1",300.3,309.9,1393,56.1,12,"0","No Failure",2002-08-25 17:00:00,6425,17,"0",8.30000000000001
"6427","L53606","x_1",300.2,309.7,1448,36.8,14,"0","No Failure",2002-08-25 18:00:00,6426,18,"0",8.40000000000003
"6428","L53607","x_1",300.2,309.8,1418,49.3,16,"0","No Failure",2002-08-25 19:00:00,6427,19,"0",8.40000000000003
"6429","M21288","x1",300.2,309.8,1743,24.1,18,"0","Error",2002-08-25 20:00:00,6428,20,"1",8.40000000000003
"6430","M21289","x1",300.2,309.8,1394,47.4,21,"0","No Failure",2002-08-25 21:00:00,6429,21,"0",8.40000000000003
"6431","L53610","x_1",300.3,309.8,1523,39.2,24,"0","No Failure",2002-08-25 22:00:00,6430,22,"0",8.30000000000001
"6432","L53611","x_1",300.2,309.8,1353,59.4,26,"0","No Failure",2002-08-25 23:00:00,6431,23,"0",8.40000000000003
"6433","M21292","x1",300.3,309.9,1447,46.5,28,"0","No Failure",2002-08-26,6432,0,"0",8.30000000000001
"6434","L53613","x_1",300.3,309.9,1570,34,31,"0","No Failure",2002-08-26 01:00:00,6433,1,"0",8.30000000000001
"6435","M21294","x1",300.3,309.9,1494,38.5,33,"0","No Failure",2002-08-26 02:00:00,6434,2,"0",8.30000000000001
"6436","L53615","x_1",300.3,309.9,1621,34.1,36,"0","No Failure",2002-08-26 03:00:00,6435,3,"0",8.30000000000001
"6437","L53616","x_1",300.4,310,1769,26.1,38,"0","No Failure",2002-08-26 04:00:00,6436,4,"0",8.20000000000005
"6438","L53617","x_1",300.4,310,1282,66.1,40,"0","No Failure",2002-08-26 05:00:00,6437,5,"0",8.20000000000005
"6439","L53618","x_1",300.4,310,1581,30.3,42,"0","No Failure",2002-08-26 06:00:00,6438,6,"0",8.20000000000005
"6440","L53619","x_1",300.6,310.1,1656,32.7,44,"0","No Failure",2002-08-26 07:00:00,6439,7,"0",8
"6441","L53620","x_1",300.6,310.2,1648,31.7,46,"0","No Failure",2002-08-26 08:00:00,6440,8,"0",8
"6442","L53621","x_1",300.7,310.2,1639,31.4,48,"0","No Failure",2002-08-26 09:00:00,6441,9,"0",7.90000000000003
"6443","L53622","x_1",300.7,310.2,1348,54.8,50,"0","No Failure",2002-08-26 10:00:00,6442,10,"0",7.90000000000003
"6444","L53623","x_1",300.8,310.3,1537,33.3,52,"0","No Failure",2002-08-26 11:00:00,6443,11,"0",7.80000000000001
"6445","M21304","x1",300.8,310.3,1270,61,54,"0","No Failure",2002-08-26 12:00:00,6444,12,"0",7.80000000000001
"6446","L53625","x_1",300.7,310.3,1662,34.4,57,"0","No Failure",2002-08-26 13:00:00,6445,13,"0",7.90000000000003
"6447","M21306","x1",300.7,310.3,1471,40.2,59,"0","No Failure",2002-08-26 14:00:00,6446,14,"0",7.90000000000003
"6448","L53627","x_1",300.6,310.1,1337,45.8,62,"0","No Failure",2002-08-26 15:00:00,6447,15,"0",8
"6449","H35862","X1",300.7,310.2,1877,24.8,64,"0","No Failure",2002-08-26 16:00:00,6448,16,"0",7.90000000000003
"6450","L53629","x_1",300.6,310.2,1519,44.6,69,"0","No Failure",2002-08-26 17:00:00,6449,17,"0",8
"6451","L53630","x_1",300.6,310.2,1378,47.3,71,"0","No Failure",2002-08-26 18:00:00,6450,18,"0",8
"6452","L53631","x_1",300.7,310.2,1696,27.5,73,"0","No Failure",2002-08-26 19:00:00,6451,19,"0",7.90000000000003
"6453","L53632","x_1",300.7,310.1,1376,50.8,75,"0","No Failure",2002-08-26 20:00:00,6452,20,"0",7.90000000000003
"6454","L53633","x_1",300.7,310.2,1807,24.2,77,"0","No Failure",2002-08-26 21:00:00,6453,21,"0",7.90000000000003
"6455","L53634","x_1",300.7,310.1,1598,32.8,79,"0","No Failure",2002-08-26 22:00:00,6454,22,"0",7.90000000000003
"6456","L53635","x_1",300.7,310.1,1565,40.2,81,"0","No Failure",2002-08-26 23:00:00,6455,23,"0",7.90000000000003
"6457","L53636","x_1",300.7,310.2,1387,50.6,83,"0","No Failure",2002-08-27,6456,0,"0",7.90000000000003
"6458","L53637","x_1",300.7,310,1395,48,85,"0","No Failure",2002-08-27 01:00:00,6457,1,"0",7.90000000000003
"6459","M21318","x1",300.6,310,1302,62.9,87,"0","No Failure",2002-08-27 02:00:00,6458,2,"0",8
"6460","M21319","x1",300.6,310,1397,55.2,90,"0","No Failure",2002-08-27 03:00:00,6459,3,"0",8
"6461","L53640","x_1",300.6,310,1313,52.9,93,"0","No Failure",2002-08-27 04:00:00,6460,4,"0",8
"6462","L53641","x_1",300.6,310,1505,35.9,95,"0","No Failure",2002-08-27 05:00:00,6461,5,"0",8
"6463","H35876","X1",300.6,310,1483,44,97,"0","No Failure",2002-08-27 06:00:00,6462,6,"0",8
"6464","H35877","X1",300.5,310,1358,60.4,102,"0","No Failure",2002-08-27 07:00:00,6463,7,"0",8.10000000000002
"6465","M21324","x1",300.5,309.9,1735,27,107,"0","No Failure",2002-08-27 08:00:00,6464,8,"0",8.10000000000002
"6466","M21325","x1",300.5,309.8,1416,48.5,110,"0","No Failure",2002-08-27 09:00:00,6465,9,"0",8.10000000000002
"6467","L53646","x_1",300.4,309.7,1740,110.9,113,"0","No Failure",2002-08-27 10:00:00,6466,10,"0",8.20000000000005
"6468","L53647","x_1",300.4,309.7,1692,27.4,115,"0","Error",2002-08-27 11:00:00,6467,11,"1",8.20000000000005
"6469","L53648","x_1",300.5,309.8,1507,42.5,117,"0","No Failure",2002-08-27 12:00:00,6468,12,"0",8.10000000000002
"6470","M21329","x1",300.4,309.6,1521,35,119,"0","No Failure",2002-08-27 13:00:00,6469,13,"0",8.20000000000005
"6471","L53650","x_1",300.4,309.6,1379,54.5,122,"0","No Failure",2002-08-27 14:00:00,6470,14,"0",8.20000000000005
"6472","L53651","x_1",300.4,309.6,1523,38.5,124,"0","No Failure",2002-08-27 15:00:00,6471,15,"0",8.20000000000005
"6473","H35886","X1",300.4,309.6,1571,33.6,126,"0","No Failure",2002-08-27 16:00:00,6472,16,"0",8.20000000000005
"6474","H35887","X1",300.4,309.5,1547,50.7,131,"0","No Failure",2002-08-27 17:00:00,6473,17,"0",8.20000000000005
"6475","M21334","x1",300.5,309.7,1347,54.3,136,"0","No Failure",2002-08-27 18:00:00,6474,18,"0",8.10000000000002
"6476","L53655","x_1",300.5,309.7,1560,30.2,139,"0","No Failure",2002-08-27 19:00:00,6475,19,"0",8.10000000000002
"6477","L53656","x_1",300.5,309.7,1384,48.6,141,"0","No Failure",2002-08-27 20:00:00,6476,20,"0",8.10000000000002
"6478","L53657","x_1",300.5,309.7,1841,24.6,143,"0","No Failure",2002-08-27 21:00:00,6477,21,"0",8.10000000000002
"6479","L53658","x_1",300.5,309.8,1663,29.1,145,"1","No Failure",2002-08-27 22:00:00,6478,22,"0",8.10000000000002
"6480","L53659","x_1",300.6,309.8,1418,42.7,147,"0","No Failure",2002-08-27 23:00:00,6479,23,"0",8
"6481","L53660","x_1",300.7,309.9,1775,26.6,149,"0","No Failure",2002-08-28,6480,0,"0",7.90000000000003
"6482","L53661","x_1",300.7,309.8,1406,48.4,151,"0","No Failure",2002-08-28 01:00:00,6481,1,"0",7.90000000000003
"6483","L53662","x_1",300.6,309.9,1480,43.7,153,"0","No Failure",2002-08-28 02:00:00,6482,2,"0",8
"6484","L53663","x_1",300.7,309.9,1412,45.3,155,"0","No Failure",2002-08-28 03:00:00,6483,3,"0",7.90000000000003
"6485","H35898","X1",300.6,309.8,1913,22.5,157,"0","No Failure",2002-08-28 04:00:00,6484,4,"0",8
"6486","L53665","x_1",300.6,309.8,NA,37.6,162,"0","No Failure",2002-08-28 05:00:00,6485,5,"0",8
"6487","L53666","x_1",300.5,309.8,1939,21.4,164,"0","No Failure",2002-08-28 06:00:00,6486,6,"0",8.10000000000002
"6488","H35901","X1",300.6,309.8,1541,36.2,166,"0","No Failure",2002-08-28 07:00:00,6487,7,"0",8
"6489","L53668","x_1",300.7,309.8,1330,54.4,171,"0","No Failure",2002-08-28 08:00:00,6488,8,"0",7.90000000000003
"6490","M21349","x1",300.7,309.8,1490,38.8,173,"0","No Failure",2002-08-28 09:00:00,6489,9,"0",7.90000000000003
"6491","L53670","x_1",300.7,309.9,1383,44.5,176,"0","No Failure",2002-08-28 10:00:00,6490,10,"0",7.90000000000003
"6492","L53671","x_1",300.8,310,1468,52.7,178,"0","No Failure",2002-08-28 11:00:00,6491,11,"0",7.80000000000001
"6493","M21352","x1",300.8,309.9,1444,46,180,"0","No Failure",2002-08-28 12:00:00,6492,12,"0",7.80000000000001
"6494","L53673","x_1",300.7,309.8,1363,132.9,183,"0","No Failure",2002-08-28 13:00:00,6493,13,"0",7.90000000000003
"6495","L53674","x_1",300.6,309.7,1617,33.2,185,"0","No Failure",2002-08-28 14:00:00,6494,14,"0",8
"6496","M21355","x1",300.6,309.8,1694,31.1,187,"0","No Failure",2002-08-28 15:00:00,6495,15,"0",8
"6497","L53676","x_1",300.7,309.9,1815,27,190,"0","No Failure",2002-08-28 16:00:00,6496,16,"0",7.90000000000003
"6498","L53677","x_1",268.8,309.9,1312,65.3,192,"1","Overstrain Failure",2002-08-28 17:00:00,6497,17,"1",39.8
"6499","H35912","X1",300.8,309.9,2041,19.2,194,"0","No Failure",2002-08-28 18:00:00,6498,18,"0",7.80000000000001
"6500","L53679","x_1",300.9,310,1671,26.8,199,"0","No Failure",2002-08-28 19:00:00,6499,19,"0",7.70000000000005
"6501","M21360","x1",300.9,310,1416,46.6,201,"0","No Failure",2002-08-28 20:00:00,6500,20,"0",7.70000000000005
"6502","M21361","x1",300.9,310,1600,36,204,"0","No Failure",2002-08-28 21:00:00,6501,21,"0",7.70000000000005
"6503","L53682","X2",300.9,310,2595,13.7,207,"0","No Failure",2012-08-28 22:00:00,6526,22,"0",7.70000000000005
"6504","M21363","x1",300.9,309.9,1465,122.7,209,"0","No Failure",2002-08-28 23:00:00,6503,23,"0",7.70000000000005
"6505","M21364","x1",301,310.1,1681,27.4,212,"0","No Failure",2002-08-29,6504,0,"0",7.60000000000002
"6506","L53685","x_1",301.1,310.1,1457,39.6,215,"0","No Failure",2002-08-29 01:00:00,6505,1,"0",7.5
"6507","H35920","X2",301,310.1,1454,44.1,217,"0","No Failure",2012-08-29 02:00:00,6530,2,"0",7.60000000000002
"6508","L53687","x_1",301,310.1,1558,32.6,0,"0","No Failure",2002-08-29 03:00:00,6507,3,"0",7.60000000000002
"6509","H35922","X1",301,310.1,1756,30.7,2,"0","No Failure",2002-08-29 04:00:00,6508,4,"0",7.60000000000002
"6510","L53689","x_1",301.1,310.1,1564,36.8,7,"0","No Failure",2002-08-29 05:00:00,6509,5,"0",7.5
"6511","L53690","x_1",301.1,310.2,1455,55.3,9,"0","No Failure",2002-08-29 06:00:00,6510,6,"0",7.5
"6512","M21371","x1",301.2,310.1,2280,15.7,11,"0","No Failure",2002-08-29 07:00:00,6511,7,"0",7.40000000000003
"6513","M21372","x1",301.1,310,1433,48.1,14,"0","No Failure",2002-08-29 08:00:00,6512,8,"0",7.5
"6514","L53693","x_1",301.1,310,1513,38,17,"0","No Failure",2002-08-29 09:00:00,6513,9,"0",7.5
"6515","L53694","x_1",301,309.9,1507,41.8,19,"0","No Failure",2002-08-29 10:00:00,6514,10,"0",7.60000000000002
"6516","L53695","x_1",301,310,1480,43.5,21,"0","No Failure",2002-08-29 11:00:00,6515,11,"0",7.60000000000002
"6517","H35930","X1",301.1,310,1470,40.1,23,"0","No Failure",2002-08-29 12:00:00,6516,12,"0",7.5
"6518","L53697","x_1",301.1,310.1,1540,36.6,28,"0","No Failure",2002-08-29 13:00:00,6517,13,"0",7.5
"6519","H35932","X1",301,310,1212,67.9,30,"0","No Failure",2002-08-29 14:00:00,6518,14,"0",7.60000000000002
"6520","L53699","x_1",301.1,310.1,1417,46.9,35,"0","No Failure",2002-08-29 15:00:00,6519,15,"0",7.5
"6521","M21380","x1",301.2,310.1,1666,34.9,37,"0","No Failure",2002-08-29 16:00:00,6520,16,"0",7.40000000000003
"6522","L53701","x_1",301.1,310.1,1666,27.2,40,"0","No Failure",2002-08-29 17:00:00,6521,17,"0",7.5
"6523","L53702","x_1",301.1,310.1,1489,45.8,42,"0","No Failure",2002-08-29 18:00:00,6522,18,"0",7.5
"6524","M21383","x1",301.1,310.2,1850,27.7,44,"0","No Failure",2002-08-29 19:00:00,6523,19,"0",7.5
"6525","L53704","x_1",301.1,310.4,1874,104.6,47,"0","No Failure",2002-08-29 20:00:00,6524,20,"0",7.5
"6526","L53705","x_1",301.1,310.4,1312,73.6,49,"1","Power Failure",2002-08-29 21:00:00,6525,21,"1",7.5
"6527","L53706","x_1",301.2,310.4,1515,38.4,51,"0","No Failure",2002-08-29 22:00:00,6526,22,"0",7.40000000000003
"6528","L53707","x_1",301.2,310.4,1516,44.4,53,"0","No Failure",2002-08-29 23:00:00,6527,23,"0",7.40000000000003
"6529","L53708","x_1",301.2,310.5,1546,40,55,"0","No Failure",2002-08-30,6528,0,"0",7.40000000000003
"6530","L53709","x_1",301.3,310.6,1481,40.9,57,"0","No Failure",2002-08-30 01:00:00,6529,1,"0",7.30000000000001
"6531","H35944","X1",301.3,310.6,1605,32.5,59,"0","No Failure",2002-08-30 02:00:00,6530,2,"0",7.30000000000001
"6532","H35945","X1",301.2,310.7,1656,26.2,64,"0","No Failure",2002-08-30 03:00:00,6531,3,"0",7.40000000000003
"6533","H35946","X1",301.2,310.6,1352,52,69,"0","No Failure",2002-08-30 04:00:00,6532,4,"0",7.40000000000003
"6534","L53713","x_1",301.3,310.7,1504,47.2,74,"0","No Failure",2002-08-30 05:00:00,6533,5,"0",7.30000000000001
"6535","L53714","x_1",301.3,310.6,1436,44.2,76,"0","No Failure",2002-08-30 06:00:00,6534,6,"0",7.30000000000001
"6536","H35949","X1",301.2,310.5,1505,43.6,78,"0","No Failure",2002-08-30 07:00:00,6535,7,"0",7.40000000000003
"6537","L53716","x_1",301.3,310.5,1406,47.1,83,"0","No Failure",2002-08-30 08:00:00,6536,8,"0",7.30000000000001
"6538","M21397","x1",301.3,310.5,1481,39.7,85,"0","No Failure",2002-08-30 09:00:00,6537,9,"0",7.30000000000001
"6539","L53718","x_1",301.4,310.7,1487,44.6,88,"0","No Failure",2002-08-30 10:00:00,6538,10,"0",7.20000000000005
"6540","L53719","x_1",301.4,310.7,1436,54.1,90,"0","No Failure",2002-08-30 11:00:00,6539,11,"0",7.20000000000005
"6541","M21400","x1",301.4,310.7,1368,63.7,92,"1","Power Failure",2002-08-30 12:00:00,6540,12,"1",7.20000000000005
"6542","L53721","x_1",301.4,310.7,1509,38.3,95,"0","No Failure",2002-08-30 13:00:00,6541,13,"0",7.20000000000005
"6543","L53722","x_1",301.4,310.8,1543,36.9,97,"0","No Failure",2002-08-30 14:00:00,6542,14,"0",7.20000000000005
"6544","L53723","x_1",301.4,310.8,1698,29.6,99,"0","No Failure",2002-08-30 15:00:00,6543,15,"0",7.20000000000005
"6545","M21404","x1",301.4,310.7,1470,46.5,101,"0","No Failure",2002-08-30 16:00:00,6544,16,"0",7.20000000000005
"6546","M21405","x1",285.4,310.8,1738,30.3,104,"0","No Failure",2002-08-30 17:00:00,6545,17,"0",23.2
"6547","M21406","x1",301.4,310.8,1530,39.9,107,"0","No Failure",2002-08-30 18:00:00,6546,18,"0",7.20000000000005
"6548","L53727","x_1",285.4,310.8,1740,29.2,110,"0","No Failure",2002-08-30 19:00:00,6547,19,"0",23.2
"6549","L53728","x_1",301.4,310.8,1770,24.1,112,"0","No Failure",2002-08-30 20:00:00,6548,20,"0",7.20000000000005
"6550","H35963","X1",301.3,310.6,1527,44,114,"0","No Failure",2002-08-30 21:00:00,6549,21,"0",7.30000000000001
"6551","L53730","x_1",301.3,310.7,1516,46,119,"0","No Failure",2002-08-30 22:00:00,6550,22,"0",7.30000000000001
"6552","L53731","x_1",301.4,310.7,1616,36.5,121,"0","No Failure",2002-08-30 23:00:00,6551,23,"0",7.20000000000005
"6553","L53732","x_1",301.4,310.7,1786,26.1,123,"0","No Failure",2002-08-31,6552,0,"0",7.20000000000005
"6554","L53733","x_1",301.4,310.8,1389,52.7,125,"0","No Failure",2002-08-31 01:00:00,6553,1,"0",7.20000000000005
"6555","M21414","x1",301.4,310.7,1639,29.8,127,"0","No Failure",2002-08-31 02:00:00,6554,2,"0",7.20000000000005
"6556","H35969","X1",301.5,310.7,1394,46.7,130,"0","No Failure",2002-08-31 03:00:00,6555,3,"0",7.10000000000002
